年份,省份,城市,省份代码,城市代码,胡焕庸线,地区生产总值(万元),人均地区生产总值(元),户籍人口(万人),城镇非私营单位从业人员数(万人),城镇私营和个体从业人员数(人),年末城镇登记失业人员数(人),城镇非私营单位在岗职工平均人数(万人),城镇非私营单位在岗职工工资总额(万元),城镇非私营单位在岗职工平均工资(元)
2017,河北省,沧州市,130000,130900,东南侧,36434034,48384,778,43.49,591034,23203,39,2643821,66984
2018,河北省,沧州市,130000,130900,东南侧,36764121,48562,783,45.51,350570,22113,42,3064229,73826
2019,河北省,沧州市,130000,130900,东南侧,35880000,47663,787,47.561,903057,22281,43,3412433,79779
2020,河北省,沧州市,130000,130900,东南侧,37000000,50713,,46.967,,,44,3577233,80905
2021,河北省,沧州市,130000,130900,东南侧,41630000,57009,781,46.179,,,44,3776956,86619
2022,河北省,沧州市,130000,130900,东南侧,43880000,60035,781,45.211,,,44,4052067,
2023,河北省,沧州市,130000,130900,东南侧,44400000,60909,,,,,,,
2024,河北省,沧州市,130000,130900,东南侧,47230000,65177,,,,,,,
2000,河北省,廊坊市,130000,131000,东南侧,3688199,,378.36,23.83,,2352,23,181932,7815
2001,河北省,廊坊市,130000,131000,东南侧,4134429,10881,381.59,23.88,,4423,23,207207,8896.82
2002,河北省,廊坊市,130000,131000,东南侧,4599763,12015,384.11,23.4,67850,5192,23,236233,10293.38
2003,河北省,廊坊市,130000,131000,东南侧,5285451,13704,387.24,23.58,266381,5067,23,260076,11327.35
2004,河北省,廊坊市,130000,131000,东南侧,6048000,15566,389.82,23.95,279637,5012,23,300093,12813.54
2005,河北省,廊坊市,130000,131000,东南侧,6212260,15727,391.57,24.17,297128,5776,24,354202,14913.77
2006,河北省,廊坊市,130000,131000,东南侧,7298720,18327,395.7,24.86,303037,5840,24,420969,17445.88
2007,河北省,廊坊市,130000,131000,东南侧,8839313,21917,401.86,25.71,308710,10751,25,554452,22028.29
2008,河北省,廊坊市,130000,131000,东南侧,10514939,25757,408.28,27.08,315069,11912,26,745396,28636.04
2009,河北省,廊坊市,130000,131000,东南侧,11474791,27904,413.33,30.17,326689,11938,28,891681,31474.8
2010,河北省,廊坊市,130000,131000,东南侧,13510982,31844,419.02,34.64,349462,11945,31,1149538,37225.97
2011,河北省,廊坊市,130000,131000,东南侧,16114156,36773,424.9,39.53,372262,11935,37,1490022,39979.13
2012,河北省,廊坊市,130000,131000,东南侧,17943291,40598,433.2,42.1,395671,11923,38,1748009,45426.43
2013,河北省,廊坊市,130000,131000,东南侧,19431340,46046,422.4,43.9,385120,12500,41,2016987,49630.59
2014,河北省,廊坊市,130000,131000,东南侧,21759631,48407,450.4,45.231,430954,10346,40,2266559,55536
2015,河北省,廊坊市,130000,131000,东南侧,24738649,54460,461.13,44.454,444531,10200,41,2672182,64724
2016,河北省,廊坊市,130000,131000,东南侧,27063015,58972,470,45.949,448843,9636,42,3036324,72744
2017,河北省,廊坊市,130000,131000,东南侧,28810071,61586,474,40.05,622056,10476,39,3036036,77665
2018,河北省,廊坊市,130000,131000,东南侧,31082249,64906,479,39.793,327014,9402,39,3363791,86177
2019,河北省,廊坊市,130000,131000,东南侧,31960000,65512,483,39.077,861395,9819,38,3493136,91534
2020,河北省,廊坊市,130000,131000,东南侧,33010000,60989,,39.168,,,38,3536582,92653
2021,河北省,廊坊市,130000,131000,东南侧,35530000,64460,494,46.377,,,41,4143030,99955
2022,河北省,廊坊市,130000,131000,东南侧,35650000,64626,496,41.432,,,40,4418117,
2023,河北省,廊坊市,130000,131000,东南侧,36080000,65763,,,,,,,
2024,河北省,廊坊市,130000,131000,东南侧,39050000,71333,,,,,,,
2000,河北省,衡水市,130000,131100,东南侧,2985606,,411.47,23.46,,400,23,155450,6677
2001,河北省,衡水市,130000,131100,东南侧,3227800,,410.52,,,,23,168829,7331
2002,河北省,衡水市,130000,131100,东南侧,3489205,8497,410.79,22.79,145602,1598,23,187862,8272.21
2003,河北省,衡水市,130000,131100,东南侧,3967576,9628,413.35,22.2,135612,3846,22,207905,9428.8
2004,河北省,衡水市,130000,131100,东南侧,4738046,11450,414.27,21.76,296226,6513,22,233225,10757.61
2005,河北省,衡水市,130000,131100,东南侧,5196937,12344,417.63,21.71,298900,5478,21,256895,12038.19
2006,河北省,衡水市,130000,131100,东南侧,5469867,12944,422.59,21.44,301400,8111,21,282089,13362.81
2007,河北省,衡水市,130000,131100,东南侧,5583839,13132,427.18,21.17,327500,9496,21,335664,15878.15
2008,河北省,衡水市,130000,131100,东南侧,6338142,14843,432.51,21,351260,18647,21,406972,19379.62
2009,河北省,衡水市,130000,131100,东南侧,6521058,15192,436.27,21.32,345360,17654,21,476373,22760.3
2010,河北省,衡水市,130000,131100,东南侧,7818229,18076,440.2,21.79,354756,21323,21,542977,25696.97
2011,河北省,衡水市,130000,131100,东南侧,9290736,21334,441.6,26.96,370581,25464,25,730500,28999.6
2012,河北省,衡水市,130000,131100,东南侧,10110263,23101,442.4,29.1,337750,25781,27,874371,32945.4
2013,河北省,衡水市,130000,131100,东南侧,10702335,23889,447.5,29.6,348207,22700,27,1007763,36685.95
2014,河北省,衡水市,130000,131100,东南侧,11491345,26022,452.6,29.532,500166,24654,28,1141244,41107
2015,河北省,衡水市,130000,131100,东南侧,12200080,27543,452.26,29.519,212644,22735,27,1300813,47174
2016,河北省,衡水市,130000,131100,东南侧,14201825,31955,455,28.63,222549,23078,27,1334863,50294
2017,河北省,衡水市,130000,131100,东南侧,15231872,34177,454,22.792,345490,23284,21,1244019,58014
2018,河北省,衡水市,130000,131100,东南侧,15586909,34898,456,23.315,377401,23078,22,1363380,62877
2019,河北省,衡水市,130000,131100,东南侧,15050000,33599,458,22.977,595640,22678,22,1446323,64590
2020,河北省,衡水市,130000,131100,东南侧,15600000,36938,,24.018,,,24,1618013,68819
2021,河北省,衡水市,130000,131100,东南侧,17030000,40561,459,24.493,,,24,1764682,74101
2022,河北省,衡水市,130000,131100,东南侧,18010000,43108,460,23.862,,,23,1826272,
2023,河北省,衡水市,130000,131100,东南侧,18880000,45364,,,,,,,
2024,河北省,衡水市,130000,131100,东南侧,19720000,47584,,,,,,,
2000,山西省,太原市,140000,140100,东南侧,3474579,,308.75,88.41,,39576,86,724376,8394
2001,山西省,太原市,140000,140100,东南侧,3863400,12382,315.31,85.55,,56547,83,798790,9600.84
2002,山西省,太原市,140000,140100,东南侧,4328880,13580,322.24,80.03,491616,46634,79,867170,10994.93
2003,山西省,太原市,140000,140100,东南侧,5157089,15210,327.4,76.19,353300,44614,75,945212,12678.9
2004,山西省,太原市,140000,140100,东南侧,6404993,18804,331.94,75.08,433217,39173,74,1135884,15399.73
2005,山西省,太原市,140000,140100,东南侧,8931620,26107,340.39,75.8,264579,37726,74,1378220,18546.9
2006,山西省,太原市,140000,140100,东南侧,10136482,29504,348.82,77.92,285456,42925,75,1601115,21422.46
2007,山西省,太原市,140000,140100,东南侧,12549447,36377,355.31,80.49,252570,42824,79,1944673,24687.99
2008,山西省,太原市,140000,140100,东南侧,14680851,42378,360.23,79.1,297898,40261,78,2320336,29588.57
2009,山西省,太原市,140000,140100,东南侧,15452409,44319,365.12,80.33,377326,43032,79,2608144,33140.33
2010,山西省,太原市,140000,140100,东南侧,17780539,50225,365.5,84.64,422952,41338,81,3147505,38838.91
2011,山西省,太原市,140000,140100,东南侧,20801243,49292,365,83.8,454261,44080,80,3603369,44868.25
2012,山西省,太原市,140000,140100,东南侧,23114326,54440,365.8,103.5,510776,45262,94,4591661,48904.69
2013,山西省,太原市,140000,140100,东南侧,24128724,65746,367.5,96.7,543459,46725,94,4809134,51036.12
2014,山西省,太原市,140000,140100,东南侧,25310917,59023,369.7,107.824,646450,48116,101,5844073,57770.59
2015,山西省,太原市,140000,140100,东南侧,27353442,63483,367.39,105.045,852047,48459,103,6229561,60516
2016,山西省,太原市,140000,140100,东南侧,29556045,68234,370,104.053,831970,49210,100,6459585,64820
2017,山西省,太原市,140000,140100,东南侧,33821819,77536,369,104.407,891828,50888,101,7269789,72114
2018,山西省,太原市,140000,140100,东南侧,38844778,88272,377,104.036,1013505,51429,100,8042900,80825
2019,山西省,太原市,140000,140100,东南侧,40290000,90698,384,101.481,1034302,51448,96,7929931,82860
2020,山西省,太原市,140000,140100,东南侧,41530000,78734,,101.363,,,97,8603420,88650
2021,山西省,太原市,140000,140100,东南侧,51220000,95646,395,100.442,,,99,9665337,98099
2022,山西省,太原市,140000,140100,东南侧,55710000,102922,400,97.77,,,98,10300657,
2023,山西省,太原市,140000,140100,东南侧,55740000,102370,,,,,,,
2024,山西省,太原市,140000,140100,东南侧,54190000,98803,,,,,,,
2000,山西省,大同市,140000,140200,东南侧,1701829,,283.9,52.48,,2310,53,350532,6658
2001,山西省,大同市,140000,140200,东南侧,1902003,6653,287.86,52.16,,1577,53,400339,7543.6
2002,山西省,大同市,140000,140200,东南侧,2183851,7186,292.65,50.32,81698,6000,50,449505,8965
2003,山西省,大同市,140000,140200,东南侧,2515415,8216,295.92,48.44,85453,47000,49,501491,10303.9
2004,山西省,大同市,140000,140200,东南侧,3047269,9874,299.68,51.27,104790,49000,51,638837,12590.4
2005,山西省,大同市,140000,140200,东南侧,3702507,11913,299.49,46.31,92900,51000,46,717339,15724.22
2006,山西省,大同市,140000,140200,东南侧,4059573,12970,305.85,47.36,116715,50000,46,890758,19318.11
2007,山西省,大同市,140000,140200,东南侧,4908465,15581,309.42,46.19,137282,47800,45,1013156,22449.72
2008,山西省,大同市,140000,140200,东南侧,5696268,17974,312,47.2,157208,72651,46,1172439,25382.96
2009,山西省,大同市,140000,140200,东南侧,5962587,18710,315.6,42.07,185076,23647,41,1155053,28172.02
2010,山西省,大同市,140000,140200,东南侧,6959095,21369,317.51,42.12,261792,52945,40,1391366,34431.23
2011,山西省,大同市,140000,140200,东南侧,8435722,25341,318.9,42.43,299217,52516,41,1786823,43869.95
2012,山西省,大同市,140000,140200,东南侧,9313878,27815,319.4,44.6,288360,48991,42,2033019,48210.08
2013,山西省,大同市,140000,140200,东南侧,9674311,28707,337.5,46.5,266997,55970,43,2215249,51577.39
2014,山西省,大同市,140000,140200,东南侧,10017256,29607,339.2,41.97,302046,58449,39,2176934,56135.48
2015,山西省,大同市,140000,140200,东南侧,10533703,30989,316.22,40.748,320996,56404,38,2211659,58750
2016,山西省,大同市,140000,140200,东南侧,10257962,30046,318,40.225,344345,42793,38,2088149,55450
2017,山西省,大同市,140000,140200,东南侧,11213101,32671,318,39.754,395965,41714,37,2222881,59924
2018,山西省,大同市,140000,140200,东南侧,12719598,36877,318,39.461,,,38,2437407,63582
2019,山西省,大同市,140000,140200,东南侧,13190000,38122,318,38.326,57814,,35,2458704,70638
2020,山西省,大同市,140000,140200,东南侧,13700000,43982,,37.804,,,35,2643943,75145
2021,山西省,大同市,140000,140200,东南侧,16860000,54391,316,37.516,,,35,2863248,82387
2022,山西省,大同市,140000,140200,东南侧,18430000,59447,316,36.226,,,34,3004985,
2023,山西省,大同市,140000,140200,东南侧,18720000,60580,,,,,,,
2024,山西省,大同市,140000,140200,东南侧,18020000,58813,,,,,,,
2000,山西省,阳泉市,140000,140300,东南侧,947094,,124.26,23.36,,9613,23,135098,5823
2001,山西省,阳泉市,140000,140300,东南侧,1004012,8062,124.83,21.66,,10638,22,161453,7440.23
2002,山西省,阳泉市,140000,140300,东南侧,1091737,8730,125.27,20.82,38595,3112,21,183770,8826.61
2003,山西省,阳泉市,140000,140300,东南侧,1259180,9785,125.68,20.7,50906,5046,20,222896,10920.92
2004,山西省,阳泉市,140000,140300,东南侧,1515009,11719,126.32,21.35,60708,5694,21,296721,14170.06
2005,山西省,阳泉市,140000,140300,东南侧,2002511,15380,125.88,22.28,58412,5590,22,396058,18319.06
2006,山西省,阳泉市,140000,140300,东南侧,2374387,18188,127.21,22.64,38468,7522,22,474173,21543.53
2007,山西省,阳泉市,140000,140300,东南侧,2732413,20839,128.24,22.42,92323,9188,22,561152,25186.36
2008,山西省,阳泉市,140000,140300,东南侧,3106529,23593,129.34,22.53,104349,7177,22,679215,30458.07
2009,山西省,阳泉市,140000,140300,东南侧,3487100,26383,130.27,22.93,100464,8870,22,757133,34730.87
2010,山西省,阳泉市,140000,140300,东南侧,4293774,31898,130.78,23.74,113978,9010,23,962671,42408.41
2011,山西省,阳泉市,140000,140300,东南侧,5281145,38500,131.4,26.05,77220,9137,25,1192163,47345.63
2012,山西省,阳泉市,140000,140300,东南侧,6019519,43702,132.1,27.6,99493,7900,26,1403705,54386.09
2013,山西省,阳泉市,140000,140300,东南侧,6118094,46001,132.7,28.6,107375,8614,27,1305949,48494.21
2014,山西省,阳泉市,140000,140300,东南侧,6166154,44382,133.2,28.539,144030,9250,26,1229696,47006.73
2015,山西省,阳泉市,140000,140300,东南侧,5957009,42688,132.16,27.303,158548,9734,26,1206250,46594
2016,山西省,阳泉市,140000,140300,东南侧,6228625,44461,133,25.366,172276,8890,25,1194481,48195
2017,山西省,阳泉市,140000,140300,东南侧,6720222,47790,132,25.415,188117,8141,24,1342686,56255
2018,山西省,阳泉市,140000,140300,东南侧,7336944,51976,132,24.204,210771,8057,23,1438563,61813
2019,山西省,阳泉市,140000,140300,东南侧,7190000,50775,132,21.628,203842,7580,21,1354101,65202
2020,山西省,阳泉市,140000,140300,东南侧,7420000,56245,,22.19,,,20,1379737,68077
2021,山西省,阳泉市,140000,140300,东南侧,9170000,69731,131,22.19,,,21,1542176,73710
2022,山西省,阳泉市,140000,140300,东南侧,10130000,77263,131,21.746,,,21,1692914,
2023,山西省,阳泉市,140000,140300,东南侧,10030000,76830,,,,,,,
2024,山西省,阳泉市,140000,140300,东南侧,8560000,66274,,,,,,,
2000,山西省,长治市,140000,140400,东南侧,1702026,,312.21,30.57,,3306,30,209267,6999
2001,山西省,长治市,140000,140400,东南侧,1845920,5900,316.16,30.71,,2015,30,246896,8213.44
2002,山西省,长治市,140000,140400,东南侧,2060160,6569,318.3,30.53,41149,3632,30,276496,9347.4
2003,山西省,长治市,140000,140400,东南侧,2556615,8012,316.78,30.79,115218,5654,30,326076,11008.64
2004,山西省,长治市,140000,140400,东南侧,3184746,9928,318.19,31.9,132896,5327,30,414087,13630.25
2005,山西省,长治市,140000,140400,东南侧,3987461,12363,316.42,32,153488,6180,31,499141,16221.68
2006,山西省,长治市,140000,140400,东南侧,4603998,14197,320.1,32.18,171911,14625,31,607792,19399.68
2007,山西省,长治市,140000,140400,东南侧,5506252,16887,323.8,35.65,177194,12520,35,756697,21914.19
2008,山西省,长治市,140000,140400,东南侧,6821316,20821,327.4,34.98,122049,13011,34,905260,26523.88
2009,山西省,长治市,140000,140400,东南侧,7752901,23558,329.63,35.96,143382,14260,35,993612,28775.33
2010,山西省,长治市,140000,140400,东南侧,9202336,27642,331.54,37.3,201730,11685,36,1193858,33413.32
2011,山西省,长治市,140000,140400,东南侧,12186017,36425,334.3,39.39,206586,12215,37,1440146,39294.57
2012,山西省,长治市,140000,140400,东南侧,13286098,39523,336.1,39.5,281557,12358,37,1656220,44981.53
2013,山西省,长治市,140000,140400,东南侧,13337207,39343,338.6,45.1,244707,12032,44,1963378,44601.95
2014,山西省,长治市,140000,140400,东南侧,13311415,39196,339.2,44.474,270695,13138,43,2073842,48061.23
2015,山西省,长治市,140000,140400,东南侧,11953423,35029,336.85,42.708,321968,13442,42,2058857,49468
2016,山西省,长治市,140000,140400,东南侧,12704767,37063,339,42.566,364345,14280,40,2030036,51070
2017,山西省,长治市,140000,140400,东南侧,14775312,42887,338,42.996,360513,14435,41,2363880,57750
2018,山西省,长治市,140000,140400,东南侧,16456336,47540,339,43.102,464954,14224,41,2530253,61575
2019,山西省,长治市,140000,140400,东南侧,16400000,47219,340,45.973,383380,16959,45,2901899,65172
2020,山西省,长治市,140000,140400,东南侧,17120000,53778,,46.906,,,45,3221012,71306
2021,山西省,长治市,140000,140400,东南侧,23110000,73001,339,46.366,,,45,3547720,79434
2022,山西省,长治市,140000,140400,东南侧,28050000,89137,339,46.203,,,45,4088671,
2023,山西省,长治市,140000,140400,东南侧,28060000,89536,,,,,,,
2024,山西省,长治市,140000,140400,东南侧,25930000,83333,,,,,,,
2000,山西省,晋城市,140000,140500,东南侧,1445381,,210.26,20.98,,6958,20,114996,5767
2001,山西省,晋城市,140000,140500,东南侧,1580261,7509,210.63,20.48,,10105,20,176041,8788.87
2002,山西省,晋城市,140000,140500,东南侧,1720312,7903,211.16,20.79,44388,2765,20,208420,10322.93
2003,山西省,晋城市,140000,140500,东南侧,1985067,9079,211.83,21.82,69541,4739,21,245062,11736.69
2004,山西省,晋城市,140000,140500,东南侧,2445115,11148,212.2,22.85,73158,4625,22,313894,14471.83
2005,山西省,晋城市,140000,140500,东南侧,3159994,14356,211.86,23.42,102937,4815,22,419758,18739.2
2006,山西省,晋城市,140000,140500,东南侧,3644086,16489,221.45,24.13,47687,5792,24,504752,21270.63
2007,山西省,晋城市,140000,140500,东南侧,4199561,18773,222.33,24.75,64786,6112,24,634691,26401.46
2008,山西省,晋城市,140000,140500,东南侧,5275490,23680,221.59,25.78,69293,6285,25,767156,30996.2
2009,山西省,晋城市,140000,140500,东南侧,6060499,27108,216.53,26.82,70120,6970,26,886389,34197.11
